Geneid,wt_CON,wt_DOX
ENSMUSG00000005371,5892,3876
ENSMUSG00000005373,10,20
ENSMUSG00000005374,982,653
ENSMUSG00000005378,1619,932
ENSMUSG00000005397,24,550
ENSMUSG00000005410,701,443
ENSMUSG00000005413,50210,34397
ENSMUSG00000005417,2968,2509
ENSMUSG00000005442,17782,8584
ENSMUSG00000005447,288,521
ENSMUSG00000005465,105,16
ENSMUSG00000005469,3439,2294
ENSMUSG00000005470,374,329
ENSMUSG00000005474,0,0
ENSMUSG00000005481,1243,2198
ENSMUSG00000005483,1890,1276
ENSMUSG00000005493,0,0
ENSMUSG00000005501,2103,1714
ENSMUSG00000005503,0,0
ENSMUSG00000005505,991,1136
ENSMUSG00000005506,7450,4919
ENSMUSG00000005510,2349,2155
ENSMUSG00000005514,23380,31907
ENSMUSG00000005533,572,414
ENSMUSG00000005534,2613,1491
ENSMUSG00000005540,0,0
ENSMUSG00000005547,0,0
ENSMUSG00000005553,6,2
ENSMUSG00000005566,4202,4879
ENSMUSG00000005575,4020,4256
ENSMUSG00000005580,1160,810
ENSMUSG00000005583,2309,1427
ENSMUSG00000005609,2563,2341
ENSMUSG00000005610,42156,32216
ENSMUSG00000005611,10,29
ENSMUSG00000005615,12965,6401
ENSMUSG00000005621,2560,1664
ENSMUSG00000005625,3158,2590
ENSMUSG00000005628,18,18
ENSMUSG00000005640,0,0
ENSMUSG00000005649,0,0
ENSMUSG00000005656,3685,3203
ENSMUSG00000005667,747,334
ENSMUSG00000005672,4,104
ENSMUSG00000005674,683,453
ENSMUSG00000005677,1,2
ENSMUSG00000005681,11,7
ENSMUSG00000005682,982,563
ENSMUSG00000005683,11329,6273
ENSMUSG00000005686,6340,5764
ENSMUSG00000005687,2865,1810
ENSMUSG00000005698,4195,3397
ENSMUSG00000005699,224,182
ENSMUSG00000005705,2,0
ENSMUSG00000005718,297,80
ENSMUSG00000005732,418,264
ENSMUSG00000005763,6,4
ENSMUSG00000005774,576,310
ENSMUSG00000005779,2449,3017
ENSMUSG00000005800,2789,643
ENSMUSG00000005802,800,1182
ENSMUSG00000005803,4120,1778
ENSMUSG00000005804,2406,2342
ENSMUSG00000005813,2248,2684
ENSMUSG00000005823,3890,2988
ENSMUSG00000005824,55,121
ENSMUSG00000005846,2685,2443
ENSMUSG00000005871,6059,4169
ENSMUSG00000005873,14343,7509
ENSMUSG00000005881,4697,4118
ENSMUSG00000005882,2011,1467
ENSMUSG00000005883,0,0
ENSMUSG00000005886,5306,2720
ENSMUSG00000005891,0,0
ENSMUSG00000005892,0,0
ENSMUSG00000005893,1682,1155
ENSMUSG00000005897,1333,791
ENSMUSG00000005899,1589,967
ENSMUSG00000005907,938,663
ENSMUSG00000005917,0,0
ENSMUSG00000005936,4373,2848
ENSMUSG00000005947,31,32
ENSMUSG00000005949,2921,2385
ENSMUSG00000005950,20,8
ENSMUSG00000005951,320,124
ENSMUSG00000005952,0,2
ENSMUSG00000005958,14,129
ENSMUSG00000005968,273,304
ENSMUSG00000005973,225,346
ENSMUSG00000005980,136,104
ENSMUSG00000005981,4326,2547
ENSMUSG00000005982,2689,1551
ENSMUSG00000005983,97,58
ENSMUSG00000005986,539,680
ENSMUSG00000005994,0,0
ENSMUSG00000006005,15108,10197
ENSMUSG00000006007,0,0
ENSMUSG00000006010,3572,2597
ENSMUSG00000006014,17,102
ENSMUSG00000006019,1856,1485
ENSMUSG00000006021,644,245
ENSMUSG00000006024,7935,5220
ENSMUSG00000006050,1666,2209
ENSMUSG00000006056,0,0
ENSMUSG00000006057,3641,1920
ENSMUSG00000006058,1869,1752
ENSMUSG00000006095,2656,1573
ENSMUSG00000006127,4098,2992
ENSMUSG00000006134,3249,3302
ENSMUSG00000006143,0,0
ENSMUSG00000006154,689,295
ENSMUSG00000006169,5564,4288
ENSMUSG00000006179,123,20
ENSMUSG00000006191,739,417
ENSMUSG00000006204,0,0
ENSMUSG00000006205,1372,638
ENSMUSG00000006215,1001,1053
ENSMUSG00000006216,0,2
ENSMUSG00000006218,0,2
ENSMUSG00000006219,10546,8488
ENSMUSG00000006221,8,11
ENSMUSG00000006235,8,14
ENSMUSG00000006241,196,114
ENSMUSG00000006262,3528,2834
ENSMUSG00000006269,0,0
ENSMUSG00000006270,0,0
ENSMUSG00000006273,29174,37797
ENSMUSG00000006276,3342,2010
ENSMUSG00000006281,12177,6083
ENSMUSG00000006288,1692,1784
ENSMUSG00000006289,2326,867
ENSMUSG00000006299,6965,2162
ENSMUSG00000006301,4813,4768
ENSMUSG00000006304,36454,23798
ENSMUSG00000006307,3170,3056
ENSMUSG00000006310,7,4
ENSMUSG00000006311,0,0
ENSMUSG00000006313,8,8
ENSMUSG00000006315,1162,696
ENSMUSG00000006333,20103,18781
ENSMUSG00000006335,729,544
ENSMUSG00000006342,262,34
ENSMUSG00000006344,8,8
ENSMUSG00000006345,0,4
ENSMUSG00000006356,30,135
ENSMUSG00000006360,7707,806
ENSMUSG00000006362,22,23
ENSMUSG00000006369,4,49
ENSMUSG00000006373,3166,4107
ENSMUSG00000006386,0,15
ENSMUSG00000006389,4,2
ENSMUSG00000006390,8339,4527
ENSMUSG00000006392,2071,1326
ENSMUSG00000006395,529,560
ENSMUSG00000006398,86,209
ENSMUSG00000006403,0,22
ENSMUSG00000006411,791,247
ENSMUSG00000006412,1520,1247
ENSMUSG00000006418,7427,3238
ENSMUSG00000006423,3437,3071
ENSMUSG00000006435,39,32
ENSMUSG00000006442,482,331
ENSMUSG00000006445,0,181
ENSMUSG00000006456,1056,773
ENSMUSG00000006457,0,14
ENSMUSG00000006462,19,170
ENSMUSG00000006463,1373,681
ENSMUSG00000006464,267,155
ENSMUSG00000006469,0,0
ENSMUSG00000006471,595,428
ENSMUSG00000006476,503,409
ENSMUSG00000006488,0,0
ENSMUSG00000006490,0,0
ENSMUSG00000006494,1923,1453
ENSMUSG00000006498,11397,4344
ENSMUSG00000006517,1201,290
ENSMUSG00000006519,29648,12468
ENSMUSG00000006522,0,0
ENSMUSG00000006526,581,343
ENSMUSG00000006527,2975,4386
ENSMUSG00000006529,0,0
ENSMUSG00000006538,12,2
ENSMUSG00000006542,3,3
ENSMUSG00000006546,0,0
ENSMUSG00000006567,2,0
ENSMUSG00000006570,0,0
ENSMUSG00000006574,4,0
ENSMUSG00000006575,38,21
ENSMUSG00000006576,173,70
ENSMUSG00000006585,1554,1471
ENSMUSG00000006586,2,0
ENSMUSG00000006587,0,0
ENSMUSG00000006589,6765,3168
ENSMUSG00000006599,2902,2485
ENSMUSG00000006611,3245,1873
ENSMUSG00000006638,5,5
ENSMUSG00000006641,501,437
ENSMUSG00000006642,0,0
ENSMUSG00000006649,0,0
ENSMUSG00000006651,174,197
ENSMUSG00000006673,4476,3561
ENSMUSG00000006675,4,2
ENSMUSG00000006676,6338,6294
ENSMUSG00000006678,774,498
ENSMUSG00000006699,69635,36780
ENSMUSG00000006705,823,747
ENSMUSG00000006711,0,0
ENSMUSG00000006715,725,636
ENSMUSG00000006717,2065,1198
ENSMUSG00000006720,28,17
ENSMUSG00000006724,0,1
ENSMUSG00000006728,4701,3186
ENSMUSG00000006731,2459,1074
ENSMUSG00000006732,436,188
ENSMUSG00000006736,4121,2743
ENSMUSG00000006740,7997,8165
ENSMUSG00000006763,575,385
ENSMUSG00000006764,0,2
ENSMUSG00000006777,0,2
ENSMUSG00000006782,2304,2204
ENSMUSG00000006784,18,14
ENSMUSG00000006800,1666,2201
ENSMUSG00000006818,7538,1649
ENSMUSG00000006850,698,479
ENSMUSG00000006906,1594,976
ENSMUSG00000006920,5277,3786
ENSMUSG00000006930,93,116
ENSMUSG00000006931,10,81
ENSMUSG00000006932,34946,32693
ENSMUSG00000006941,1527,715
ENSMUSG00000006948,0,0
ENSMUSG00000006958,0,1
ENSMUSG00000006998,19717,18009
ENSMUSG00000007021,20,20
ENSMUSG00000007029,1548,1560
ENSMUSG00000007030,22,4
ENSMUSG00000007033,7,10
ENSMUSG00000007034,0,0
ENSMUSG00000007035,63,52
ENSMUSG00000007036,1567,1387
ENSMUSG00000007038,6147,5784
ENSMUSG00000007039,99,136
ENSMUSG00000007041,21899,11437
ENSMUSG00000007050,477,198
ENSMUSG00000007080,193,198
ENSMUSG00000007097,33,4
ENSMUSG00000007107,0,2
ENSMUSG00000007122,2,7
ENSMUSG00000007207,48,22
ENSMUSG00000007209,0,0
ENSMUSG00000007216,132,90
ENSMUSG00000007279,0,2
ENSMUSG00000007338,1618,1080
ENSMUSG00000007379,240,336
ENSMUSG00000007411,1821,1745
ENSMUSG00000007415,2564,2786
ENSMUSG00000007457,0,0
ENSMUSG00000007458,25937,15478
ENSMUSG00000007476,200,287
ENSMUSG00000007480,2,0
ENSMUSG00000007564,11802,7557
ENSMUSG00000007570,577,487
ENSMUSG00000007589,662,785
ENSMUSG00000007591,27,15
ENSMUSG00000007594,14,0
ENSMUSG00000007603,1093,1184
ENSMUSG00000007610,584,568
ENSMUSG00000007613,14196,12240
ENSMUSG00000007617,797,832
ENSMUSG00000007646,50,65
ENSMUSG00000007653,0,0
ENSMUSG00000007655,4040,567
ENSMUSG00000007656,1540,1602
ENSMUSG00000007659,2043,4839
ENSMUSG00000007670,3805,3414
ENSMUSG00000007682,1003,680
ENSMUSG00000007721,2859,1955
ENSMUSG00000007739,6190,5859
ENSMUSG00000007777,830,895
ENSMUSG00000007783,52,196
ENSMUSG00000007805,0,0
ENSMUSG00000007812,3175,3519
ENSMUSG00000007815,29110,15915
ENSMUSG00000007817,19343,12035
ENSMUSG00000007827,862,420
ENSMUSG00000007833,1300,1350
ENSMUSG00000007836,1944,3063
ENSMUSG00000007837,905,630
ENSMUSG00000007850,9209,6400
ENSMUSG00000007867,398,228
ENSMUSG00000007872,2256,4515
ENSMUSG00000007877,2,2
ENSMUSG00000007880,6531,5939
ENSMUSG00000007888,2,71
ENSMUSG00000007891,363944,339581
ENSMUSG00000007892,17559,19482
ENSMUSG00000007907,0,0
ENSMUSG00000007908,0,7
ENSMUSG00000007944,0,2
ENSMUSG00000007946,0,7
ENSMUSG00000007950,515,454
ENSMUSG00000007987,2325,1469
ENSMUSG00000007989,4,26
ENSMUSG00000008028,2,0
ENSMUSG00000008035,2301,1381
ENSMUSG00000008036,6556,3681
ENSMUSG00000008090,28,66
ENSMUSG00000008129,38,38
ENSMUSG00000008136,4,169
ENSMUSG00000008140,2671,2984
ENSMUSG00000008153,10,12
ENSMUSG00000008167,424,479
ENSMUSG00000008193,0,6
ENSMUSG00000008200,2968,2099
ENSMUSG00000008206,246,149
ENSMUSG00000008226,831,826
ENSMUSG00000008301,1376,1052
ENSMUSG00000008305,967,374
ENSMUSG00000008307,25,16
ENSMUSG00000008318,257,81
ENSMUSG00000008333,2379,2172
ENSMUSG00000008348,10782,7438
ENSMUSG00000008373,3043,1531
ENSMUSG00000008384,770,1117
ENSMUSG00000008393,1561,1885
ENSMUSG00000008398,4110,3593
ENSMUSG00000008429,3037,2092
ENSMUSG00000008435,1225,960
ENSMUSG00000008438,0,0
ENSMUSG00000008450,853,642
ENSMUSG00000008461,0,4
ENSMUSG00000008475,33648,20716
ENSMUSG00000008489,0,0
ENSMUSG00000008496,4434,1191
ENSMUSG00000008540,12199,4005
ENSMUSG00000008575,8,32
ENSMUSG00000008590,0,4
ENSMUSG00000008601,0,1
ENSMUSG00000008604,2002,2311
ENSMUSG00000008658,0,2
ENSMUSG00000008668,98,77
ENSMUSG00000008682,27017,28046
ENSMUSG00000008683,8441,8770
ENSMUSG00000008690,3910,2953
ENSMUSG00000008730,9825,8220
ENSMUSG00000008734,765,825
ENSMUSG00000008763,4419,3430
ENSMUSG00000008789,0,0
ENSMUSG00000008813,0,0
ENSMUSG00000008822,410,288
ENSMUSG00000008843,0,0
ENSMUSG00000008845,281,197
ENSMUSG00000008855,5055,4228
ENSMUSG00000008859,6909,3149
ENSMUSG00000008874,0,0
ENSMUSG00000008892,5016,4154
ENSMUSG00000008932,0,0
ENSMUSG00000008958,1722,844
ENSMUSG00000008976,3111,1679
ENSMUSG00000008999,0,0
ENSMUSG00000009013,3745,2049
ENSMUSG00000009030,3697,3309
ENSMUSG00000009035,6292,3856
ENSMUSG00000009070,0,0
ENSMUSG00000009073,11378,5553
ENSMUSG00000009075,8,3
ENSMUSG00000009076,843,286
ENSMUSG00000009079,9566,8312
ENSMUSG00000009090,7705,8205
ENSMUSG00000009092,54,3
ENSMUSG00000009093,0,0
ENSMUSG00000009108,0,6
ENSMUSG00000009112,1855,1721
ENSMUSG00000009114,0,0
ENSMUSG00000009115,0,0
ENSMUSG00000009145,132,38
ENSMUSG00000009185,192,9762
ENSMUSG00000009207,886,868
ENSMUSG00000009210,0,0
ENSMUSG00000009214,0,0
ENSMUSG00000009216,0,0
ENSMUSG00000009246,0,0
ENSMUSG00000009248,0,10
ENSMUSG00000009281,7,7
ENSMUSG00000009291,6651,4264
ENSMUSG00000009292,1133,744
ENSMUSG00000009293,3026,1716
ENSMUSG00000009350,1,0
ENSMUSG00000009356,0,0
ENSMUSG00000009376,510,791
ENSMUSG00000009378,0,31
ENSMUSG00000009394,0,4
ENSMUSG00000009406,1484,1003
ENSMUSG00000009418,9062,4709
ENSMUSG00000009470,12313,8701
ENSMUSG00000009471,0,0
ENSMUSG00000009487,0,0
ENSMUSG00000009535,1826,1792
ENSMUSG00000009545,0,0
ENSMUSG00000009549,5466,3886
ENSMUSG00000009551,87,32
ENSMUSG00000009555,5637,3894
ENSMUSG00000009563,1001,979
ENSMUSG00000009566,251,222
ENSMUSG00000009569,4498,5602
ENSMUSG00000009575,2396,1636
ENSMUSG00000009580,0,0
ENSMUSG00000009585,3540,1190
ENSMUSG00000009588,0,0
ENSMUSG00000009614,2,28
ENSMUSG00000009621,1715,972
ENSMUSG00000009628,56,36
ENSMUSG00000009630,2424,2137
ENSMUSG00000009633,6,4
ENSMUSG00000009640,808,782
ENSMUSG00000009646,0,0
ENSMUSG00000009647,844,573
ENSMUSG00000009654,2067,633
ENSMUSG00000009681,181,148
ENSMUSG00000009687,42116,10852
ENSMUSG00000009731,6,9
ENSMUSG00000009733,608,584
ENSMUSG00000009734,0,0
ENSMUSG00000009739,1093,916
ENSMUSG00000009741,4237,2928
ENSMUSG00000009772,1503,1575
ENSMUSG00000009828,750,483
ENSMUSG00000009863,6917,2995
ENSMUSG00000009876,0,5
ENSMUSG00000009894,1966,1577
ENSMUSG00000009900,0,0
ENSMUSG00000009905,1152,809
ENSMUSG00000009907,10980,9113
ENSMUSG00000009927,13958,10808
ENSMUSG00000009941,44,10
ENSMUSG00000009995,1954,2362
ENSMUSG00000010021,158,89
ENSMUSG00000010025,4294,2578
ENSMUSG00000010044,6,4
ENSMUSG00000010045,1382,1548
ENSMUSG00000010047,1514,1677
ENSMUSG00000010048,328,306
ENSMUSG00000010051,1871,1175
ENSMUSG00000010054,1109,1089
ENSMUSG00000010057,807,429
ENSMUSG00000010064,0,0
ENSMUSG00000010066,4,0
ENSMUSG00000010067,1139,801
ENSMUSG00000010080,0,0
ENSMUSG00000010086,0,0
ENSMUSG00000010095,14428,12805
ENSMUSG00000010097,7051,4232
ENSMUSG00000010110,2238,1694
ENSMUSG00000010122,0,9
ENSMUSG00000010136,0,0
ENSMUSG00000010142,1467,1179
ENSMUSG00000010154,2,2
ENSMUSG00000010175,0,2
ENSMUSG00000010205,1031,611
ENSMUSG00000010277,25753,18431
ENSMUSG00000010290,1179,1093
ENSMUSG00000010307,7473,7385
ENSMUSG00000010311,0,0
ENSMUSG00000010342,41,37
ENSMUSG00000010358,1563,789
ENSMUSG00000010362,288,166
ENSMUSG00000010376,4856,3016
ENSMUSG00000010392,3822,3555
ENSMUSG00000010406,1647,382
ENSMUSG00000010435,0,0
ENSMUSG00000010453,2981,2110
ENSMUSG00000010461,1109,1804
ENSMUSG00000010476,4,30
ENSMUSG00000010492,68,64
ENSMUSG00000010505,2,4
ENSMUSG00000010517,2436,1702
ENSMUSG00000010529,0,0
ENSMUSG00000010538,25,8
ENSMUSG00000010554,1402,834
ENSMUSG00000010592,3,0
ENSMUSG00000010607,810,318
ENSMUSG00000010608,6507,4095
ENSMUSG00000010609,8346,4609
ENSMUSG00000010651,6,12
ENSMUSG00000010660,145,48
ENSMUSG00000010663,5516,2109
ENSMUSG00000010721,525,314
ENSMUSG00000010751,354,296
ENSMUSG00000010755,1707,1135
ENSMUSG00000010760,0,0
ENSMUSG00000010796,0,0
ENSMUSG00000010797,0,0
ENSMUSG00000010803,0,0
ENSMUSG00000010825,1,1
ENSMUSG00000010830,4,76
ENSMUSG00000010841,6,8
ENSMUSG00000010911,1083,551
ENSMUSG00000010914,974,799
ENSMUSG00000010936,3882,3012
ENSMUSG00000011008,3300,2584
ENSMUSG00000011034,0,0
ENSMUSG00000011096,988,1085
ENSMUSG00000011114,2683,2381
ENSMUSG00000011118,0,0
ENSMUSG00000011148,1260,1020
ENSMUSG00000011154,0,2
ENSMUSG00000011158,1582,1055
ENSMUSG00000011171,5,9
ENSMUSG00000011179,2394,6243
ENSMUSG00000011254,592,210
ENSMUSG00000011256,138,155
ENSMUSG00000011257,1739,1414
ENSMUSG00000011263,0,2
ENSMUSG00000011267,17,26
ENSMUSG00000011305,0,6
ENSMUSG00000011306,2362,1712
ENSMUSG00000011349,0,0
ENSMUSG00000011350,0,2
ENSMUSG00000011382,2533,1081
ENSMUSG00000011427,923,744
ENSMUSG00000011463,0,3
ENSMUSG00000011589,0,0
ENSMUSG00000011632,0,0
ENSMUSG00000011658,232,184
ENSMUSG00000011751,13,11
ENSMUSG00000011752,4145,5609
ENSMUSG00000011831,2942,2181
ENSMUSG00000011832,475,415
ENSMUSG00000011837,717,534
ENSMUSG00000011877,3083,2394
ENSMUSG00000011884,16455,9159
ENSMUSG00000011958,8910,5363
ENSMUSG00000011960,2689,3266
ENSMUSG00000012017,102,264
ENSMUSG00000012042,0,0
ENSMUSG00000012076,1099,604
ENSMUSG00000012114,6470,5163
ENSMUSG00000012117,2944,1296
ENSMUSG00000012123,6,2
ENSMUSG00000012126,85,97
ENSMUSG00000012187,0,0
ENSMUSG00000012211,0,0
ENSMUSG00000012296,745,816
ENSMUSG00000012350,2,0
ENSMUSG00000012396,0,0
ENSMUSG00000012405,9492,10369
ENSMUSG00000012422,2774,3059
ENSMUSG00000012428,8,0
ENSMUSG00000012429,659,759
ENSMUSG00000012443,221,551
ENSMUSG00000012483,224,193
ENSMUSG00000012519,2435,1183
ENSMUSG00000012520,0,3
ENSMUSG00000012535,3973,3203
ENSMUSG00000012609,857,353
ENSMUSG00000012640,2103,2289
ENSMUSG00000012705,6,2
ENSMUSG00000012777,0,0
ENSMUSG00000012819,18,10
ENSMUSG00000012848,8152,13214
ENSMUSG00000012889,6,71
ENSMUSG00000013033,16,77
ENSMUSG00000013076,84,185
ENSMUSG00000013083,0,0
ENSMUSG00000013089,100,452
ENSMUSG00000013091,10,2
ENSMUSG00000013150,78,104
ENSMUSG00000013155,128,147
ENSMUSG00000013158,2,3
ENSMUSG00000013160,9581,7913
ENSMUSG00000013236,2028,1171
ENSMUSG00000013275,944,736
ENSMUSG00000013338,0,0
ENSMUSG00000013353,0,4
ENSMUSG00000013367,4,80
ENSMUSG00000013415,0,2
ENSMUSG00000013418,79,31
ENSMUSG00000013419,4,43
ENSMUSG00000013465,2653,2142
ENSMUSG00000013483,28,44
ENSMUSG00000013495,1714,1261
ENSMUSG00000013523,18,10
ENSMUSG00000013539,1009,765
ENSMUSG00000013584,8,76
ENSMUSG00000013593,5965,4542
ENSMUSG00000013611,0,0
ENSMUSG00000013622,1758,1312
ENSMUSG00000013629,1422,979
ENSMUSG00000013643,0,0
ENSMUSG00000013646,1320,715
ENSMUSG00000013653,0,0
ENSMUSG00000013662,4462,3540
ENSMUSG00000013663,5917,4433
ENSMUSG00000013668,0,0
ENSMUSG00000013698,18437,10329
ENSMUSG00000013701,2805,1989
ENSMUSG00000013707,4369,2251
ENSMUSG00000013736,1718,1619
ENSMUSG00000013787,6120,6165
ENSMUSG00000013822,1287,1413
ENSMUSG00000013833,1200,855
ENSMUSG00000013846,7968,5207
ENSMUSG00000013858,3563,2696
ENSMUSG00000013878,771,776
ENSMUSG00000013921,21,34
ENSMUSG00000013928,0,0
ENSMUSG00000013936,2,2
ENSMUSG00000013973,100,104
ENSMUSG00000013974,861,20
ENSMUSG00000013997,2121,1135
ENSMUSG00000014030,2,0
ENSMUSG00000014039,508,415
ENSMUSG00000014074,1533,1304
ENSMUSG00000014075,1157,327
ENSMUSG00000014077,6386,5434
ENSMUSG00000014104,0,0
ENSMUSG00000014158,1413,208
ENSMUSG00000014164,12,30
ENSMUSG00000014177,952,855
ENSMUSG00000014195,7161,4233
ENSMUSG00000014198,2,6
ENSMUSG00000014226,4163,2657
ENSMUSG00000014232,150,136
ENSMUSG00000014243,183,190
ENSMUSG00000014245,405,138
ENSMUSG00000014294,1482,1550
ENSMUSG00000014301,242,324
ENSMUSG00000014303,10,97
ENSMUSG00000014313,5254,3035
ENSMUSG00000014329,24,124
ENSMUSG00000014349,5404,4660
ENSMUSG00000014351,0,0
ENSMUSG00000014353,5942,4492
ENSMUSG00000014355,8302,6486
ENSMUSG00000014361,14885,5710
ENSMUSG00000014402,4493,2908
ENSMUSG00000014418,2925,1951
ENSMUSG00000014426,1589,770
ENSMUSG00000014444,15105,16176
ENSMUSG00000014453,0,0
ENSMUSG00000014470,1746,1097
ENSMUSG00000014496,5810,6347
ENSMUSG00000014498,5758,3317
ENSMUSG00000014503,256,339
ENSMUSG00000014504,1176,856
ENSMUSG00000014529,0,0
ENSMUSG00000014542,0,0
ENSMUSG00000014543,34,0
ENSMUSG00000014547,9438,5901
ENSMUSG00000014550,2192,1756
ENSMUSG00000014551,1803,965
ENSMUSG00000014554,1480,734
ENSMUSG00000014592,195,131
ENSMUSG00000014599,276,2236
ENSMUSG00000014601,1328,1553
ENSMUSG00000014602,44,30
ENSMUSG00000014603,0,0
ENSMUSG00000014606,4044,4002
ENSMUSG00000014609,0,0
ENSMUSG00000014633,226,216
ENSMUSG00000014668,1974,1718
ENSMUSG00000014686,30,108
ENSMUSG00000014704,10,4
ENSMUSG00000014725,0,0
ENSMUSG00000014747,5,1
ENSMUSG00000014748,6850,4975
ENSMUSG00000014763,2281,1137
ENSMUSG00000014767,1593,1109
ENSMUSG00000014769,6313,4901
ENSMUSG00000014773,4,4
ENSMUSG00000014776,21,9
ENSMUSG00000014778,1083,1249
ENSMUSG00000014782,8,17
ENSMUSG00000014786,144,96
ENSMUSG00000014791,158,240
ENSMUSG00000014813,0,2
ENSMUSG00000014837,77,52
ENSMUSG00000014846,133,71
ENSMUSG00000014850,555,279
ENSMUSG00000014852,37,16
ENSMUSG00000014856,1480,849
ENSMUSG00000014859,1924,1713
ENSMUSG00000014867,18672,8267
ENSMUSG00000014873,876,545
ENSMUSG00000014905,2282,2595
ENSMUSG00000014907,634,610
ENSMUSG00000014932,14,33
ENSMUSG00000014956,6758,7246
ENSMUSG00000014959,5142,3064
ENSMUSG00000014980,445,388
ENSMUSG00000015002,5574,4270
ENSMUSG00000015013,1336,1261
ENSMUSG00000015016,408,286
ENSMUSG00000015023,2486,1944
ENSMUSG00000015027,5852,2898
ENSMUSG00000015053,16,28
ENSMUSG00000015083,99,83
ENSMUSG00000015085,6,4
ENSMUSG00000015087,3814,2604
ENSMUSG00000015090,0,0
ENSMUSG00000015092,3954,2325
ENSMUSG00000015093,21,5
ENSMUSG00000015094,138,111
ENSMUSG00000015095,1844,1923
ENSMUSG00000015112,960,899
ENSMUSG00000015120,6316,5302
ENSMUSG00000015126,555,457
ENSMUSG00000015127,280,191
ENSMUSG00000015133,3265,1806
ENSMUSG00000015134,1,62
ENSMUSG00000015143,5176,4235
ENSMUSG00000015149,6637,3498
ENSMUSG00000015165,6792,6707
ENSMUSG00000015176,2350,2411
ENSMUSG00000015189,1923,2856
ENSMUSG00000015202,250,285
ENSMUSG00000015214,1882,1514
ENSMUSG00000015217,62,101
ENSMUSG00000015222,2,6
ENSMUSG00000015224,34,26
ENSMUSG00000015242,0,0
ENSMUSG00000015243,11515,23897
ENSMUSG00000015247,1839,1550
ENSMUSG00000015289,1002,859
ENSMUSG00000015290,657,744
ENSMUSG00000015291,6018,4176
ENSMUSG00000015305,19029,14941
ENSMUSG00000015312,959,2447
ENSMUSG00000015314,262,40
ENSMUSG00000015316,19,22
ENSMUSG00000015335,941,582
ENSMUSG00000015337,78,80
ENSMUSG00000015340,195547,24574
ENSMUSG00000015341,5166,4496
ENSMUSG00000015342,107,133
ENSMUSG00000015354,10,62
ENSMUSG00000015355,11924,5979
ENSMUSG00000015357,1598,1444
ENSMUSG00000015363,2170,1255
ENSMUSG00000015377,180,191
ENSMUSG00000015396,372,1971
ENSMUSG00000015401,2,0
ENSMUSG00000015437,0,8
ENSMUSG00000015441,0,0
ENSMUSG00000015443,0,0
ENSMUSG00000015451,6,32
ENSMUSG00000015452,16,2
ENSMUSG00000015461,3844,2354
ENSMUSG00000015467,17,7
ENSMUSG00000015468,37,51
ENSMUSG00000015474,816,606
ENSMUSG00000015476,97,29
ENSMUSG00000015478,835,807
ENSMUSG00000015484,0,7
ENSMUSG00000015488,1422,869
ENSMUSG00000015501,361,1444
ENSMUSG00000015519,0,0
ENSMUSG00000015522,4113,3128
ENSMUSG00000015533,2,15
ENSMUSG00000015536,1973,1838
ENSMUSG00000015542,1379,1231
ENSMUSG00000015568,65988,122090
ENSMUSG00000015575,9353,7953
ENSMUSG00000015597,2219,1421
ENSMUSG00000015599,4,2
ENSMUSG00000015605,987,1753
ENSMUSG00000015619,0,10
ENSMUSG00000015627,0,0
ENSMUSG00000015647,6,70
ENSMUSG00000015652,6,20
ENSMUSG00000015653,0,48
ENSMUSG00000015656,91936,46687
ENSMUSG00000015659,906,528
ENSMUSG00000015665,0,0
ENSMUSG00000015668,1018,962
ENSMUSG00000015671,4814,3989
ENSMUSG00000015672,1640,736
ENSMUSG00000015697,4913,3153
ENSMUSG00000015702,566,414
ENSMUSG00000015709,12,18
ENSMUSG00000015711,1238,1301
ENSMUSG00000015714,17485,13947
ENSMUSG00000015721,0,0
ENSMUSG00000015733,22497,14569
ENSMUSG00000015745,9179,6434
ENSMUSG00000015747,1564,654
ENSMUSG00000015748,2085,1499
ENSMUSG00000015749,2596,1486
ENSMUSG00000015750,3314,2951
ENSMUSG00000015755,9064,6776
ENSMUSG00000015757,2080,1685
ENSMUSG00000015759,2545,2210
ENSMUSG00000015766,1930,1426
ENSMUSG00000015776,3227,2443
ENSMUSG00000015787,0,0
ENSMUSG00000015790,1727,1343
